scientific_name,common_name,family,state,data_sources,flower_Jan,flower_Feb,flower_Mar,flower_Apr,flower_May,flower_Jun,flower_Jul,flower_Aug,flower_Sep,flower_Oct,flower_Nov,flower_Dec,seed_Jan,seed_Feb,seed_Mar,seed_Apr,seed_May,seed_Jun,seed_Jul,seed_Aug,seed_Sep,seed_Oct,seed_Nov,seed_Dec
Prasophyllum occultans R.J.Bates,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum odoratissimum D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum odoratum R.S.Rogers,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum ovale Lindl.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pallens D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pallidum Nicholls,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum parviflorum (R.S.Rogers) Nicholls,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum parvifolium Lindl.,,Orchidaceae,Australia,austraits,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum patens R.Br.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum paulinae D.L.Jones & M.A.Clem.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum perangustum D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum petilum D.L.Jones & R.J.Bates,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pictum D.L.Jones & L.M.Copel.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pilligaense D.L.Jones & L.M.Copel.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum plumiforme Fitzg.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pruinosum R.S.Rogers,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pulchellum D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum pyriforme E.Coleman,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum readii D.L.Jones & D.T.Rouse,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum regium R.S.Rogers,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum retroflexum D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum robustum (Nicholls) M.A.Clem. & D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum rogersii Rupp,,Orchidaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum rostratum Lindl.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sandrae D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sargentii (Nicholls) A.S.George,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum secutum D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Big Desert (D.T.Rouse 70) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Brown lip (D.T.Rouse 137) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Canobolense (C. Bower ORG 7797) Australian National Herbarium,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Dandenong Ranges (D.T.Rouse 95) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Drajurk (D.T.Rouse 105) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Prasophyllum sp. Lara (W.H.Nicholls, Orchids Australia pl. 117c, g (1969)) Vic. Herbarium",,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Mallacoota (D.T.Rouse 86) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Moama (D.L.Jones 19276) NSW Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Noorimbee (D.T.Rouse 88) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Pink lip (D.T.Rouse 35) Vic. Herbarium,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. South-west swamps (D.T.Rouse 126) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Wimmera woodlands (D.T.Rouse 27) Vic. Herbarium,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. Woodlands (D.L.Jones 17707) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. early (G.Brockman GBB 1626) WA Herbarium,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sp. montane (D.T.Rouse 180) Vic. Herbarium,,Orchidaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sphacelatum D.L.Jones,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum spicatum R.J.Bates & D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum stellatum D.L.Jones,,Orchidaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum striatum R.Br.,,Orchidaceae,Australia,austraits,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum suaveolens D.L.Jones & R.J.Bates,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum subbisectum Nicholls,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum suttonii R.S.Rogers & B.Rees,,Orchidaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum sylvestre R.J.Bates & D.L.Jones,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum tadgellianum (R.S.Rogers) R.S.Rogers,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum taphanyx D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum triangulare Fitzg.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum truncatum Lindl.,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum tunbridgense D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum uvidulum D.L.Jones & D.T.Rouse,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum validum R.S.Rogers,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum viretrum D.L.Jones & D.T.Rouse,,Orchidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prasophyllum wallum R.J.Bates & D.L.Jones,,Orchidaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Premna acuminata R.Br.,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Premna dallachyana Benth.,,Lamiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
Premna herbacea Roxb.,,Lamiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Premna limbata Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Premna odorata Blanco,,Lamiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
Premna serratifolia L.,,Lamiaceae,Australia,austraits,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
Premna tomentosa Willd.,,Lamiaceae,Australia,austraits,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primula malacoides Franch.,,Primulaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pringlea antiscorbutica R.Br. ex Hook.f.,,Brassicaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prionotes cerinthoides (Labill.) R.Br.,,Ericaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proboscidea louisianica (Mill.) Thell.,,Martyniaceae,Australia,austraits,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Procris pedunculata (J.R.Forst. & G.Forst.) Wedd.,,Urticaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Proiphys alba (R.Br.) Mabb.,,Amaryllidaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Proiphys amboinensis (L.) Herb.,,Amaryllidaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
Proiphys cunninghamii (Aiton ex Lindl.) Mabb.,,Amaryllidaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Proiphys infundibularis D.L.Jones & Dowe,,Amaryllidaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
Pronephrium asperum (C.Presl) Holttum,,Thelypteridaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosopis glandulosa Torr.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosopis juliflora (Sw.) DC.,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosopis pallida (Humb. & Bonpl. ex Willd.) Kunth,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prosopis velutina Wooton,,Fabaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera albiflora B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera althoferi B.J.Conn,,Lamiaceae,Australia,austraits,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera althoferi subsp. longifolia B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera ammophila B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prostanthera arapilensis M.L.Williams, Drinnan & N.G.Walsh",,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera askania B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera aspalathoides A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera baxteri A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera behriana Schltdl.,,Lamiaceae,Australia,austraits,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera caerulea R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera calycina F.Muell. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera campbellii F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera canaliculata F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera carrickiana B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera centralis B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera chlorantha (F.Muell.) F.Muell. ex Benth.,,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera cineolifera R.T.Baker & H.G.Sm.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera cruciflora J.H.Willis,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera cryptandroides A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera cryptandroides subsp. euphrasioides (Benth.) B.J.Conn,,Lamiaceae,Australia,austraits,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera cuneata Benth.,,Lamiaceae,Australia,austraits,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera decussata F.Muell.,,Lamiaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera densa A.A.Ham.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera denticulata R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera discolor R.T.Baker,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera eckersleyana F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera eurybioides F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera galbraithiae B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera gilesii Althofer ex B.J.Conn & T.C.Wilson,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera granitica Maiden & Betche,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera grylloana F.Muell.,,Lamiaceae,Australia,austraits,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera hindii B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera hirtula F.Muell. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera howelliae Blakely,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera incana A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera incisa R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera incurvata B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera junonis B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera lanceolata Domin,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera laricoides B.J.Conn,,Lamiaceae,Australia,austraits,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera lasianthos Labill.,,Lamiaceae,Australia,austraits,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
Prostanthera linearis R.Br.,,Lamiaceae,Australia,austraits,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera magnifica C.A.Gardner,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera melissifolia F.Muell.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera monticola B.J.Conn,,Lamiaceae,Australia,austraits,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera nanophylla B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera nivea A.Cunn. ex Benth. var. nivea,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera nivea A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera nivea var. induta Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera ovalifolia R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera palustris B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera patens B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera pedicellata B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera petraea B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera petrophila B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera phylicifolia F.Muell.,,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera porcata B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prostanthera prostantheroides (F.Muell.) T.C.Wilson, Henwood & B.J.Conn",,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera prunelloides R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera rhombea R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera ringens Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera rotundifolia R.Br.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera rugosa A.Cunn. ex Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera saxicola R.Br. var. saxicola,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera saxicola R.Br.,,Lamiaceae,Australia,austraits,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera saxicola var. bracteolata J.H.Willis,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera saxicola var. major Benth.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera saxicola var. montana A.A.Ham.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera scutata C.A.Gardner,,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera scutellarioides (R.Br.) Briq.,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Prostanthera sejuncta M.L.Williams, Drinnan & N.G.Walsh",,Lamiaceae,Australia,austraits,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera semiteres B.J.Conn subsp. semiteres,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera semiteres B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera semiteres subsp. intricata B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera sericea (J.M.Black) B.J.Conn,,Lamiaceae,Australia,austraits,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera serpyllifolia (R.Br.) Briq.,,Lamiaceae,Australia,austraits,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Prostanthera serpyllifolia subsp. microphylla (R.Br.) B.J.Conn,,Lamiaceae,Australia,austraits,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
